id_pessoa,id_empresa
p22217,e6232
p74308,e2494
p52027,e2290
p1197,e1202
p87779,e3551
p66839,e642
p32528,e1228
p29565,e6804
p52675,e586
p92064,e8926
p53038,e1914
p1829,e2058
p43087,e9165
p5906,e7040
p45117,e2158
p7670,e9004
p12881,e3977
p97487,e2818
p34108,e4328
p22220,e5364
p95972,e9049
p91364,e5416
p18036,e3861
p19663,e4075
p6157,e2082
p48921,e7900
p3335,e8700
p24432,e6766
p26070,e3539
p17030,e5704
p52950,e6799
p35997,e779
p51781,e2664
p52975,e3585
p56988,e8085
p27463,e3058
p20168,e243
p51270,e7354
p65526,e6885
p10629,e5032
p74787,e4562
p99986,e3534
p67346,e123
p86062,e8906
p21697,e826
p74018,e1199
p23275,e6651
p44729,e8399
p61988,e4449
p22116,e4064
p22111,e7183
p96275,e5028
p15797,e2620
p82750,e5766
p73719,e4060
p79985,e8915
p96471,e3367
p17495,e8913
p2432,e6412
p43460,e8748
p30570,e9276
p13407,e8574
p2185,e8859
p15961,e6462
p47393,e2603
p60028,e3121
p2272,e1842
p85970,e2162
p79802,e5400
p34839,e3919
p95546,e4929
p33383,e4929
p79008,e8494
p3518,e1972
p30958,e1274
p30958,e6144
p5135,e7219
p39613,e6981
p57879,e7436
p54575,e9948
p29356,e7927
p80586,e9360
p19432,e8905
p78878,e8668
p39945,e5621
p92548,e7669
p84026,e5519
p11055,e4412
p65567,e8402
p4433,e4281
p68123,e5070
p236,e2913
p15883,e2255
p38134,e5171
p94308,e7519
p35055,e6982
p9039,e8846
p60555,e2895
p84834,e8386
p39245,e2137
p95671,e4651
p96953,e5201
p16511,e9144
p46761,e6798
p31827,e772
p11096,e3060
p33079,e7291
p27712,e6460
p70478,e36
p86500,e2480
p40249,e9408
p87669,e7305
p59822,e3030
p92045,e7636
p33084,e4225
p7965,e3424
p53506,e4339
p68790,e9701
p12318,e5284
p98726,e9379
p13259,e7089
p60974,e2928
p66760,e144
p60211,e4679
p24855,e3402
p25850,e4302
p7339,e7728
p99385,e284
p52332,e8811
p3731,e7343
p84482,e7205
p38195,e7080
p71796,e1612
p27428,e6081
p91050,e5433
p4698,e7429
p77589,e197
p86346,e9966
p8591,e2923
p95052,e9793
p67771,e4650
p15428,e7269
p17037,e9887
p83194,e1944
p30927,e5659
p10699,e9812
p25957,e4278
p73990,e2273
p35788,e953
p63229,e5813
p19717,e8382
p43245,e1119
p77044,e5452
p35980,e5406
p43838,e5661
p60472,e2955
p59419,e2911
p50573,e4819
p24564,e7076
p84341,e3327
p27297,e3413
p53635,e2091
p3714,e215
p70817,e5006
p67978,e4966
p37895,e9242
p3209,e1470
p1471,e8380
p84175,e8546
p72523,e7412
p7424,e7437
p91280,e2442
p77965,e6024
p24789,e7121
p63199,e1355
p98331,e763
p87561,e5059
p15959,e5845
p62464,e591
p22046,e2277
p70965,e7387
p49221,e9993
p13104,e5030
p39598,e2850
p24561,e4236
p3181,e8937
p18349,e197
p34453,e4604
p27697,e5557
p36191,e6976
p68832,e4871
p76636,e9008
p32288,e8633
p69992,e5946
p5923,e5202
p59013,e3484
p62835,e8269
p32589,e2760
p5473,e8557
p33090,e7540
p19482,e1683
p17129,e8110
p47765,e4992
p6423,e4340
p17335,e6081
p32137,e6455
p81995,e5355
p3071,e7434
p61893,e4606
p70896,e3875
p31282,e2962
p92212,e5114
p6465,e2983
p97527,e5661
p16658,e8851
p99548,e7521
p18727,e535
p80064,e7642
p36194,e260
p29439,e7509
p5371,e7910
p33853,e9565
p34486,e755
p93872,e8598
p41918,e9923
p39405,e7029
p12162,e5386
p10624,e5684
p20230,e3255
p65194,e8218
p25854,e5278
p47574,e3315
p93551,e8303
p93921,e7998
p32101,e4011
p63714,e1140
p42452,e5793
p29953,e7267
p73786,e242
p81409,e2320
p84053,e2147
p49409,e1684
p17422,e3872
p56574,e920
p7225,e2109
p88673,e6610
p52513,e5564
p93372,e9859
p85586,e9918
p64064,e6998
p57227,e392
p1938,e2285
p44274,e4904
p63834,e7501
p49345,e4561
p63228,e1331
p78326,e1490
p31579,e4012
p99277,e6521
p51525,e7080
p90459,e4561
p17152,e9823
p88318,e4283
p10719,e1116
p58487,e4447
p28894,e8899
p33868,e9410
p49643,e2975
p64193,e9113
p89968,e9067
p58296,e1387
p49192,e4778
p36164,e6411
p35587,e5571
p99239,e9056
p23791,e3786
p55362,e2267
p824,e7167
p8568,e2198
p50192,e8062
p57255,e530
p28255,e5808
p51190,e2211
p79474,e3698
p60842,e9562
p25001,e4927
p4648,e3727
p22403,e8222
p44072,e5193
p9174,e8971
p34409,e3433
p11321,e9022
p45008,e5941
p26669,e5760
p43706,e1840
p97930,e9021
p73998,e847
p83181,e9221
p69166,e5681
p27976,e7119
p36184,e9768
p42575,e8021
p80129,e3566
p3674,e6935
p9336,e3133
p42543,e4373
p42614,e4302
p76884,e6006
p90633,e1720
p8907,e6505
p78534,e2622
p70919,e8837
p40497,e1756
p87917,e9029
p49876,e5603
p5557,e7066
p64487,e9258
p72692,e4237
p52539,e1674
p13877,e3031
p27650,e1306
p76744,e152
p26235,e1830
p57359,e2925
p80863,e7701
p53138,e4221
p11464,e5620
p17211,e9070
p60036,e5302
p26881,e9956
p52066,e2508
p48180,e627
p13027,e9061
p7310,e3400
p48383,e5318
p61115,e4909
p97231,e7000
p31427,e3012
p10026,e2567
p50303,e4182
p78344,e2347
p42317,e5343
p35395,e5837
p70959,e5785
p80607,e9816
p93441,e7041
p11293,e5986
p76196,e726
p93390,e9055
p58630,e5724
p23730,e8387
p26928,e2321
p48518,e7062
p5154,e8689
p5829,e539
p49466,e7275
p35337,e4802
p29482,e6491
p9950,e9609
p55093,e9540
p71360,e4996
p40559,e3360
p25120,e1405
p42258,e9611
p12560,e4445
p83487,e7906
p19698,e4303
p85788,e2297
p54498,e1264
p28680,e4231
p35434,e5347
p23258,e1002
p86712,e6773
p77632,e1461
p34939,e131
p3073,e9005
p45052,e2087
p66564,e7930
p886,e2191
p67628,e8606
p78875,e9076
p27508,e752
p54800,e4349
p97829,e8990
p96624,e3900
p63466,e3786
p46186,e145
p45751,e4754
p8785,e9620
p67549,e2230
p81284,e2656
p68593,e8580
p69236,e6986
p36293,e6346
p67802,e2131
p99534,e8887
p13762,e2421
p59570,e6098
p17567,e2217
p14351,e4913
p5410,e4016
p28580,e2648
p49094,e5825
p49247,e4629
p63004,e6671
p53050,e8622
p47016,e8459
p16880,e6086
p98612,e7442
p77937,e4305
p3457,e6767
p37563,e9616
p39964,e3749
p97254,e8118
p34420,e2665
p71595,e8808
p63203,e3898
p17506,e7175
p96872,e3717
p599,e3681
p5589,e3807
p49391,e8235
p52691,e7544
p61906,e1627
p71814,e7118
p90781,e5510
p87527,e9006
p28975,e2164
p27801,e7070
p15889,e8534
p65830,e2955
p53982,e9710
p59808,e5752
p44353,e1959
p43983,e431
p60361,e9248
p84735,e8110
p64888,e6738
p90707,e449
p47925,e2611
p35469,e8004
p58408,e5771
p90945,e2244
p60510,e7026
p588,e856
p36054,e3542
p20331,e6960
p48084,e3966
p95027,e9318
p2872,e8630
p90638,e7132
p20909,e7079
p17222,e4854
p36410,e1236
p89319,e3043
p91737,e7282
p28353,e2784
p58312,e7342
p80003,e4168
p12063,e8052
p7943,e7341
p58275,e8966
p18833,e4820
p6039,e6871
p33184,e911
p96649,e7961
p52551,e2637
p69069,e8719
p35671,e9904
p83746,e6218
p35204,e7771
p19029,e7482
p97061,e13
p78212,e3469
p23920,e5469
p34316,e6095
p69017,e6199
p46774,e8832
p82696,e3007
p83115,e1492
p25651,e2085
p4626,e8923
p47082,e6696
p75777,e9345
p33880,e5332
p52422,e5751
p75124,e5395
p78143,e7553
p79685,e7109
p9406,e811
p97958,e5584
p69794,e607
p26612,e8477
p13362,e9715
p76394,e1878
p61127,e6192
p48918,e6834
p61981,e3221
p84864,e4303
p93978,e5961
p42807,e8671
p89889,e6737
p77280,e6055
p88043,e3601
p96385,e3251
p8748,e9954
p76452,e1209
p32523,e9996
p79415,e2838
p39038,e9618
p13216,e4291
p93994,e3652
p67418,e285
p70378,e9998
p37604,e4593
p38555,e2937
p34513,e324
p72302,e2709
p77215,e156
p52406,e3769
p43427,e9048
p64049,e8847
p86233,e1866
p57452,e5936
p5521,e8100
p13829,e6614
p21786,e7549
p86631,e765
p87004,e1093
p8321,e7207
p70454,e846
p57352,e3161
p57610,e7735
p60843,e5702
p6871,e4580
p32391,e4710
p90599,e7987
p31452,e4268
p25328,e6266
p855,e3792
p49168,e2607
p78880,e7778
p84081,e6571
p31019,e2852
p95952,e9378
p40728,e2159
p16376,e1560
p70396,e4175
p32749,e6162
p67991,e3793
p27146,e7828
p27892,e6917
p37103,e5063
p77424,e9325
p8495,e1341
p65369,e8415
p53732,e945
p68152,e8376
p41439,e3632
p9545,e9711
p8422,e7785
p53405,e9778
p67547,e2119
p91354,e5553
p35322,e2168
p63940,e8000
p6862,e408
p50730,e4483
p48749,e3815
p10171,e2415
p63025,e7981
p47897,e9952
p47088,e9359
p33830,e3026
p37691,e3972
p16332,e7685
p66248,e9627
p69359,e6103
p1463,e532
p90504,e4841
p22471,e3167
p21387,e3372
p71921,e2244
p20343,e9684
p15912,e8455
p26874,e9934
p25825,e9153
p11468,e339
p24035,e2098
p69946,e5863
p87638,e257
p53000,e5859
p67277,e8754
p19110,e9705
p92190,e1651
p98652,e2043
p96764,e5289
p93030,e5249
p56461,e4216
p44116,e9543
p17114,e9126
p37365,e4482
p15222,e404
p86285,e1152
p79837,e9264
p46549,e2314
p3425,e2169
p57770,e9336
p63557,e7172
p16755,e9069
p92317,e8147
p53631,e7811
p21678,e4398
p6410,e254
p5999,e4259
p61511,e6403
p7758,e4667
p49733,e8421
p67610,e2088
p65842,e3571
p47286,e6103
p46514,e856
p81797,e3494
p61351,e2978
p30382,e7659
p29450,e2588
p82843,e842
p58802,e7963
p49169,e2356
p55943,e6994
p19195,e5060
p21286,e5368
p33792,e2686
p74501,e9432
p67961,e4140
p42602,e2680
p45303,e3241
p12294,e5025
p7354,e7265
p45688,e7956
p41,e8859
p26927,e1545
p94707,e2058
p62122,e1509
p46834,e5934
p45327,e360
p89639,e6250
p94073,e731
p96487,e6138
p4428,e7996
p51187,e6772
p50094,e9666
p28354,e1078
p11469,e2305
p79631,e2702
p14627,e2407
p56403,e4480
p33728,e3863
p36024,e8675
p59641,e267
p38115,e8135
p83037,e482
p56751,e3096
p96729,e4604
p94843,e2076
p85353,e6076
p38367,e9671
p22443,e6427
p32986,e2865
p40596,e3206
p53856,e2940
p93705,e5959
p38685,e9889
p23480,e6685
p64710,e8650
p59993,e2371
p92687,e1344
p82326,e8256
p30724,e2317
p42279,e3252
p91752,e8325
p67014,e9831
p22533,e3304
p73919,e7079
p88582,e3038
p45764,e6654
p32770,e5416
p11889,e9251
p24367,e930
p96874,e1407
p43775,e2986
p40359,e9337
p57297,e8760
p55282,e1720
p3973,e3470
p73638,e2794
p73670,e717
p23275,e7185
p38674,e8680
p4894,e3534
p65664,e8598
p7546,e912
p21677,e8038
p29427,e9592
p4619,e1270
p78172,e5680
p98083,e395
p19208,e2176
p55256,e2031
p82377,e2125
p2446,e1517
p88397,e7086
p10966,e8630
p31801,e3099
p22566,e7736
p62138,e5594
p19004,e4036
p53944,e478
p18740,e9466
p73521,e5418
p99462,e4149
p50460,e1497
p99710,e5147
p59571,e9268
p43370,e7053
p45151,e198
p67900,e4557
p58528,e5268
p27744,e233
p52287,e8215
p99570,e6141
p92023,e108
p28441,e1430
p14721,e2716
p56073,e4424
p3282,e4633
p71043,e2673
p26654,e320
p1007,e4418
p19446,e5546
p9415,e1386
p99760,e7312
p33850,e5703
p6038,e3531
p86459,e8383
p83618,e4039
p3129,e958
p65617,e9070
p42603,e6756
p45260,e9743
p85717,e1867
p83460,e3061
p58787,e5585
p42677,e2345
p14515,e2141
p77572,e1443
p61146,e2991
p11021,e7792
p46522,e8928
p20054,e968
p56379,e2987
p25030,e1549
p52085,e5638
p65896,e2686
p15011,e4482
p0,e7102
p30703,e3651
p12732,e4210
p78378,e2278
p46052,e7557
p29328,e975
p61767,e6054
p24572,e6052
p71405,e9981
p64760,e6718
p14745,e2073
p3108,e1160
p7866,e8198
p50578,e506
p50658,e8156
p38867,e8921
p69550,e4326
p17641,e1666
p14355,e9584
p46598,e8507
p24665,e8449
p96714,e2816
p10787,e6715
p15671,e6533
p32108,e6131
p85382,e6801
p21599,e441
p97649,e6065
p11190,e7397
p50928,e618
p39063,e9271
p20435,e5552
p78203,e8560
p98354,e9062
p78661,e3656
p33251,e1105
p74641,e9659
p52761,e5584
p13383,e3542
p15706,e9589
p21859,e8434
p96991,e2400
p17865,e1130
p82296,e8829
p56199,e152
p44686,e5625
p11406,e5274
p83901,e803
p85505,e9931
p35105,e8472
p66026,e805
p83217,e7292
p93572,e9891
p74165,e8400
p97204,e3788
p52112,e6064
p3013,e5171
p21321,e567
p27699,e8464
p99604,e1600
p68360,e323
p70978,e7000
p42910,e6637
p51517,e1648
p57881,e9780
p58167,e4937
p32142,e8608
p62745,e4140
p66883,e9965
p50895,e55
p33364,e1083
p14012,e8034
p67867,e9955
p27279,e2259
p17693,e6772
p92497,e7274
p10663,e9016
p88322,e8695
p13543,e3099
p6560,e6000
p23952,e9288
p60869,e1453
p97660,e8268
p65678,e397
p82249,e3437
p33248,e4810
p32121,e7389
p30447,e8808
p94095,e8325
p41071,e9622
p57758,e106
p3114,e7015
p4941,e9579
p89145,e969
p49837,e4078
p50052,e12
p35565,e7882
p9862,e4391
p30619,e1641
p14846,e6321
p18463,e8425
p28045,e2281
p19247,e7717
p91260,e1877
p34527,e7035
p42654,e893
p19803,e2967
p60464,e9532
p6598,e8319
p63722,e5203
p41278,e9787
p41629,e5333
p74210,e4821
p44618,e7664
p51689,e245
p65308,e7178
p25102,e4974
p32590,e7765
p47103,e1662
p57613,e4641
p59892,e2040
p30822,e5998
p6315,e372
p45794,e3969
p53288,e7409
p49604,e6852
p66095,e8465
p40616,e5884
p82558,e1797
p26080,e8616
p68776,e3788
p24525,e976
p90182,e9575
p72198,e1654
p17242,e710
p54940,e171
p34716,e2947
p27069,e782
p34962,e7723
p99636,e3117
p40568,e7359
p36508,e3913
p61226,e8331
p39640,e4911
p36521,e89
p6394,e1206
p42402,e9636
p71357,e8407
p14710,e7552
p31180,e7935
p97183,e5886
p65287,e3236
p24704,e2727
p86555,e5003
p996,e7783
p15792,e660
p32813,e594
p50150,e420
p40312,e7252
p85093,e2483
p44452,e8762
p66167,e6724
p56789,e5455
p68441,e2650
p56934,e5567
p6463,e5910
p75015,e2180
p8915,e5914
p27818,e3764
p36796,e4607
p48294,e1344
p30905,e6778
p1541,e4455
p74397,e5790
p86777,e9694
p60947,e2941
p45541,e2782
p44824,e5450
p95185,e6554
p55308,e4242
p48379,e1827
p60788,e8883
p3760,e7418
p60417,e5590
p92600,e1254
p94922,e5928
p85895,e2618
p8599,e4145
p5924,e3582
p89328,e7213
p33562,e9702
p473,e3438
p13219,e7572
p40758,e8863
p26366,e496
p16037,e3308
p54570,e3592
p99887,e8261
p57931,e2847
p24327,e8712
p80402,e8545
p47976,e8523
p29019,e1486
p16399,e5684
p93844,e3715
p48181,e1176
p73564,e7747
p71428,e3580
p55605,e1194
p29985,e5673
p24607,e7602
p78820,e2783
p99910,e2674
p13501,e8026
p15069,e9894
p66619,e5967
p15672,e8141
p35540,e16
p76072,e1941
p52419,e3909
p99550,e3038
p23992,e3081
p39614,e2205
p97947,e8962
p82579,e1704
p61590,e7069
p25499,e1201
p34322,e302
p86183,e413
p81798,e3560
p60489,e5545
p78580,e6252
p42708,e6155
p22405,e3957
p38534,e8843
p85627,e5075
p8546,e5534
p31392,e4042
p31385,e2612
p53667,e7982
p9082,e6795
p2385,e1714
p99304,e1056
p58610,e5863
p24184,e7693
p34340,e8898
p15287,e2400
p29831,e9315
p20418,e3463
p60726,e9459
p18858,e3588
p4334,e6334
p82667,e1485
p58230,e3089
p78958,e3337
p91083,e100
p60575,e1321
p30036,e5318
p80927,e2967
p62512,e1954
p10012,e9221
p79825,e1933
p46886,e7869
p87603,e84
p67577,e9090
p50467,e6399
p53521,e2895
p60566,e4826
p19457,e372
p85290,e641
p91771,e4943
p89725,e7877
p51543,e260
p76183,e6838
p59761,e1827
p63450,e3736
p51138,e3400
p99045,e5428
p22550,e2925
p53026,e8724
p12266,e847
p43719,e7697
p1131,e4778
p51564,e4656
p12790,e5160
p97780,e9523
p52628,e7039
p11018,e4692
p74906,e298
p59785,e3205
p14813,e8699
p46376,e4221
p50848,e9995
p15636,e6190
p86007,e5355
p67796,e7254
p70931,e9051
p52878,e8756
p95125,e8891
p51754,e8725
p13507,e7588
p95026,e7319
p93116,e352
p91507,e7796
p92889,e5371
p64547,e1564
p8320,e2206
p27731,e6974
p19714,e4604
p39522,e5122
p47197,e236
p58314,e7617
p49710,e3265
p64579,e3224
p3634,e1796
p23225,e5648
p41103,e165
p59888,e3729
p64945,e5902
p83743,e642
p13437,e6958
p50418,e2262
p60277,e7303
p48755,e7539
p63956,e4933
p74970,e2416
p47423,e8027
p1638,e3205
p66796,e2160
p28646,e3765
p35557,e6260
p233,e6898
p60553,e9556
p35057,e831
p29016,e9330
p70737,e8136
p95952,e1724
p70980,e7187
p71944,e459
p96624,e7717
p83790,e4612
p13848,e6514
p430,e3909
p31256,e8133
p71920,e6612
p39872,e7355
p12015,e9643
p25063,e6009
p7324,e1329
p53240,e2589
p65900,e8109
p84345,e6888
p57103,e5517
p16406,e5597
p66814,e499
p61928,e9756
p93246,e4786
p45310,e3593
p66687,e444
p98183,e8866
p87967,e7694
p12027,e4840
p51879,e9067
p21028,e136
p47618,e3097
p7328,e3033
p57057,e7011
p96809,e4935
p520,e1774
p74169,e4303
p6179,e1775
p34934,e7773
p49984,e3158
p91617,e6136
p53124,e9345
p40616,e7969
p81826,e8988
p71489,e1459
p96445,e1516
p68455,e7219
p66802,e289
p92656,e2761
p8113,e7049
p5048,e1976
p95531,e7636
p26103,e9544
p27738,e4070
p80608,e2068
p20566,e3185
p72787,e5842
p98125,e2936
p56138,e2681
p31217,e6199
p71406,e5059
p92903,e8031
p53601,e4395
p22706,e6780
p12956,e3926
p83636,e9378
p23903,e4519
p71093,e6132
p90959,e1300
p64660,e1872
p22064,e1079
p64408,e4570
p81788,e8445
p71991,e1356
p61032,e7514
p95226,e6646
p51566,e6127
p33208,e9107
p26561,e9913
p47917,e4710
p77078,e5931
p83538,e1236
p63029,e5175
p40752,e6567
p69015,e1495
p64162,e6588
p7084,e2933
p44640,e9600
p88859,e425
p53846,e2348
p76531,e7763
p37575,e3555
p98179,e6315
p12038,e7011
p61591,e9715
p2355,e4045
p7489,e7253
p9767,e3050
p44693,e4893
p13195,e5727
p55065,e882
p34454,e2164
p19060,e2506
p25750,e1682
p58053,e1860
p66705,e4617
p81196,e7243
p51162,e3006
p61201,e8137
p71362,e9990
p57755,e2367
p86745,e9567
p9893,e3907
p8995,e5706
p91639,e6767
p6581,e4160
p22735,e7798
p39380,e8056
p13721,e259
p90099,e1682
p98471,e325
p6473,e2324
p66628,e6401
p16948,e6738
p35325,e2854
p37231,e1148
p13893,e9672
p91498,e9220
p87734,e2883
p18262,e2216
p21789,e9649
p68865,e8909
p63050,e8891
p90715,e4194
p64164,e7083
p56071,e6082
p52432,e9946
p66219,e7808
p56866,e8874
p93300,e9347
p92976,e1769
p78145,e5732
p24210,e5096
p91498,e4729
p93664,e4415
p6029,e8431
p96828,e2134
p40395,e1335
p36678,e6581
p64673,e163
p4033,e3748
p26430,e1314
p30967,e35
p69988,e2392
p65783,e2688
p67484,e8356
p34751,e8041
p90028,e1772
p23571,e1633
p2917,e2077
p7615,e8866
p27155,e4959
p90612,e6830
p50400,e3806
p40815,e9843
p97389,e9310
p97352,e1025
p10799,e4769
p9621,e8324
p54765,e5851
p49794,e1282
p72528,e6617
p45050,e1556
p63651,e6768
p90824,e135
p59875,e2809
p76239,e4025
p31028,e8162
p30967,e7825
p60772,e5855
p19753,e8493
p89802,e3953
p25164,e3091
p24217,e8201
p6136,e9738
p37072,e2816
p63415,e1690
p82536,e8490
p6833,e7211
p10062,e981
p35913,e2714
p88960,e9878
p84295,e2402
p86714,e8954
p58770,e3381
p41602,e5860
p90155,e1070
p72238,e228
p13300,e215
p55312,e6542
p15343,e5688
p74470,e1728
p29975,e2585
p60148,e5270
p47840,e2390
p44593,e3710
p43549,e5970
p2381,e3140
p89312,e2159
p34363,e883
p40870,e3208
p33004,e4636
p95267,e7744
p85697,e8737
p4100,e8458
p70604,e1593
p17817,e4160
p66557,e4663
p26667,e5935
p7754,e7748
p35324,e6137
p53128,e2174
p38166,e9705
p34540,e4202
p84627,e5431
p77530,e8202
p52609,e5916
p21500,e7875
p82718,e6936
p4560,e5715
p65013,e4673
p35175,e4373
p87007,e7355
p50482,e4836
p57208,e4902
p45410,e8827
p9051,e8032
p75565,e5795
p33566,e2114
p11833,e849
p69333,e8111
p31134,e2370
p52364,e4236
p47567,e5773
p35324,e9495
p19518,e7586
p89719,e6637
p49440,e1781
p46282,e9066
p88175,e4185
p42118,e2748
p41138,e9503
p47325,e8017
p20588,e2720
p15302,e2007
p34919,e9546
p88887,e2148
p42072,e6821
p25629,e1485
p971,e2957
p28032,e7738
p25778,e5720
p44353,e7513
p74545,e2909
p4980,e98
p6568,e7738
p9738,e5332
p84548,e4451
p12879,e440
p10688,e4711
p43049,e2884
p81919,e6773
p91082,e9626
p26715,e3364
p15340,e6774
p39705,e1873
p96360,e7419
p37927,e8682
p14799,e5457
p60274,e1302
p83369,e4715
p45450,e1702
p11148,e4028
p26664,e5236
p4422,e1954
p56465,e9770
p79657,e7252
p58457,e8847
p3288,e1715
p66297,e6602
p27543,e9699
p76961,e3434
p98316,e5126
p75333,e2144
p74861,e8117
p90884,e1981
p82620,e5880
p93845,e2927
p5436,e7432
p46882,e5467
p86931,e8177
p43941,e7201
p95252,e6571
p35795,e5522
p91562,e5555
p97688,e5207
p71675,e9039
p98995,e254
p29780,e7245
p66184,e6872
p49207,e5919
p89615,e643
p28397,e1999
p11538,e4498
p98847,e6125
p87570,e2425
p23772,e9527
p72261,e7294
p58903,e7441
p99529,e382
p82792,e4636
p33403,e7724
p63326,e9050
p72202,e6285
p15041,e8005
p44154,e9183
p48851,e9558
p55924,e1437
p94347,e1764
p87710,e4514
p24412,e5652
p55269,e5322
p42989,e7449
p1765,e6690
p6201,e6667
p4909,e7001
p27565,e5828
p44683,e3598
p54870,e8241
p98197,e9814
p44464,e532
p13649,e2684
p21730,e80
p76388,e7111
p22003,e1511
p60470,e6295
p75894,e7209
p57458,e1802
p4637,e565
p38094,e7507
p1211,e1027
p64900,e3589
p49072,e5628
p85664,e3828
p36634,e1341
p61641,e7653
p27224,e3102
p42474,e9836
p284,e5470
p78967,e9790
p7881,e2187
p46380,e4417
p1923,e4107
p53348,e9516
p88426,e5280
p62418,e4991
p57883,e6040
p50598,e8088
p67888,e1590
p40725,e1808
p61543,e7605
p24339,e5288
p54390,e2299
p27935,e9555
p93215,e5284
p59473,e3312
p59196,e9343
p10999,e3441
p49193,e95
p75706,e9748
p73840,e8181
p54243,e1905
p48676,e5934
p69646,e5667
p57030,e8846
p60616,e6872
p612,e3771
p77091,e5588
p72871,e9027
p49145,e4200
p20625,e8634
p4799,e1173
p87759,e6229
p8195,e4998
p9173,e5757
p800,e50
p56942,e6434
p54011,e6232
p58,e4098
p37728,e3320
p39667,e2612
p20454,e5221
p70671,e2156
p45834,e7579
p3274,e1328
p80652,e7915
p75417,e9046
p26179,e4984
p41635,e5258
p16522,e9710
p94094,e2150
p92682,e6465
p12989,e5137
p12421,e8329
p38309,e7999
p32059,e5868
p79858,e8893
p9275,e2102
p36801,e4167
p18983,e9494
p67240,e5543
p88624,e5186
p80970,e5989
p42089,e119
p44737,e1309
p61851,e4716
p26273,e2587
p87748,e4880
p21841,e9900
p987,e8240
p83516,e4006
p55935,e5665
p18311,e1025
p92052,e8049
p62183,e9997
p87895,e2907
p41252,e2637
p83394,e2890
p1909,e6589
p17407,e1170
p90492,e1679
p47483,e7254
p63750,e4645
p20633,e306
p61743,e5465
p19786,e1616
p21865,e7646
p47960,e5960
p44592,e2563
p43061,e7168
p95814,e9864
p65717,e1091
p40734,e2635
p36758,e381
p43536,e3694
p47060,e1238
p21713,e4263
p41082,e5509
p77683,e4601
p48359,e7940
p31347,e4840
p87337,e4828
p87612,e3207
p76633,e1201
p52662,e951
p14436,e6538
p78570,e6819
p81949,e6505
p22460,e6749
p55655,e7634
p12818,e230
p15326,e8821
p37015,e5913
p30136,e8603
p26232,e7660
p84234,e3491
p81160,e9094
p19803,e6399
p46994,e3993
p3704,e9577
p34856,e4055
p26141,e3462
p40821,e5941
p74477,e6669
p69781,e7917
p31150,e2602
p43960,e4849
p86134,e5358
p29752,e7987
p68714,e4862
p91322,e6079
p38374,e5835
p83928,e9007
p33872,e7500
p71721,e2468
p91211,e5859
p29844,e5779
p37597,e2320
p74425,e3203
p52764,e4896
p88990,e7850
p88667,e8191
p64349,e5040
p88981,e5299
p83074,e9179
p86984,e9619
p75794,e1383
p52234,e5574
p24741,e5010
p53518,e1808
p64115,e5184
p28323,e9280
p90354,e537
p22376,e2252
p89616,e3291
p99438,e6550
p60092,e7128
p56146,e5407
p6975,e1873
p45392,e4947
p24206,e1087
p95163,e9424
p52527,e4231
p44744,e5983
p82887,e6136
p85141,e4494
p84199,e1015
p99675,e5694
p43098,e3224
p81083,e2967
p16491,e1741
p95981,e7345
p63011,e4746
p86115,e6322
p75890,e5528
p36384,e3104
p18383,e8986
p58935,e4611
p55559,e901
p70866,e405
p54019,e1303
p65276,e6623
p580,e4727
p57437,e2391
p94687,e9265
p5296,e6320
p86544,e5293
p29415,e5639
p10736,e5364
p24542,e2204
p2884,e109
p83919,e8073
p34634,e9550
p98306,e4399
p98790,e8304
p32891,e2989
p43103,e6318
p72995,e2552
p47803,e294
p77641,e6569
p2492,e4203
p8337,e1804
p6004,e1466
p94015,e690
p53388,e294
p90232,e4931
p28661,e3256
p4652,e6220
p34572,e2437
p79387,e1308
p55777,e4459
p60561,e8948
p2669,e3169
p31008,e4127
p31964,e3599
p87358,e7739
p75623,e770
p84550,e7055
p51291,e352
p84304,e3188
p95853,e8866
p85348,e4512
p70768,e168
p8371,e1367
p37502,e9074
p48735,e2399
p72086,e9701
p93452,e7921
p87512,e3807
p81087,e3925
p85254,e2326
p65506,e6177
p58687,e3470
p86068,e6646
p37910,e8215
p11971,e8337
p44770,e8607
p70539,e6849
p96831,e2108
p81242,e9024
p10529,e9303
p28294,e3310
p68672,e7897
p32412,e4331
p67263,e442
p1160,e3955
p31109,e4804
p74820,e6747
p15198,e778
p56452,e970
p49728,e7209
p86827,e7836
p56748,e5702
p78091,e4182
p61230,e792
p44368,e8604
p14171,e5863
p13127,e851
p14051,e1969
p35002,e4414
p85939,e237
p94321,e3175
p87923,e3248
p37718,e908
p16703,e9391
p3322,e6241
p61465,e5307
p16658,e8957
p80756,e1015
p4316,e2645
p94836,e8127
p79970,e4952
p32268,e3783
p85698,e8280
p31845,e2983
p69936,e3138
p79435,e9016
p52832,e7127
p59138,e7960
p91978,e6949
p96807,e2993
p37007,e7506
p70422,e2014
p48891,e6663
p24894,e7200
p99451,e895
p77266,e7781
p89066,e7516
p50562,e5273
p11025,e7285
p72874,e928
p62163,e871
p30912,e7547
p74416,e1364
p35588,e4363
p93014,e2812
p1287,e9652
p60342,e3636
p33495,e9105
p19047,e4167
p84752,e8773
p96966,e9078
p78860,e4382
p86795,e4104
p75334,e5035
p75447,e1960
p18585,e3289
p83958,e1196
p53457,e2864
p69847,e3660
p8567,e7424
p66938,e5740
p5371,e611
